load_id,efficiency,proportional,equality_min,min_max,jain
1,1.0003190771984847,1.0099999899999998,1.1000003970814736,2.458726902566608,1.713951806263783
2,1.0501392494182529,1.0099999899999998,0.9999999900044386,2.427529688608468,9.999990579823558
3,1.0000340851046448,1.0099999899999998,3.037271923251286,1.000000582674589,3.9578265724486417
4,1.0504055105356969,1.0099999899999998,0.9999999900007808,2.2936456332158617,1.0000154685329459
5,1.0994532651122817,1.0099999899999998,1.1786478095868074,2.170907301009365,4.478792964779737
6,1.0036542853046502,1.0099999899999998,1.6758455750177492,2.515780737660209,3.7982181758256175
7,1.0388483970130502,1.0099999899999998,0.9999999900063682,4.142823185063739,1.000045089524083
8,1.037976139922763,1.0099999899999998,0.9999999902698684,2.4125292636100686,1.1003644587341201
9,1.0004249763928243,1.0099999899999998,2.0159081498499147,2.3700502516601683,1.000173431637578
10,1.0430762588620766,1.0099999899999998,1.4018062445597026,2.4418501887986634,9.999987196898081
11,1.0004249746267375,1.0099999899999998,1.1523188514934455,2.30477896059,9.999974725287968
12,1.0502101530121923,1.0099999899999998,0.9999999900006182,2.4529131582658312,9.948676371700612
13,4.016605370819428,1.0099999899999998,1.480770777016113,3.7947011064349936,5.448532613313128
14,1.0482166959184374,1.0099999899999998,8.078375963733919,2.399590347699961,7.84325964117262
15,1.0991731600114805,1.0099999899999998,3.051227097879923,2.098866307333374,6.582103284095954
