load_id,proportional,efficiency,min_max,equality_min,jain
1,1.0099999899999998,1.000000020860551,10.100000100183065,10.000500037503121,10.499999563882243
2,1.0099999899999998,1.000000064307566,1.000000019840267,0.9999999900106277,1.0000247001585583
3,1.0099999899999998,1.0000000245268756,1.0000000239081777,0.9999999900131635,1.0000341884486537
4,1.0099999899999998,1.0000000606837058,0.9999999941228972,0.9999999900015585,1.000003245598663
5,1.0099999899999998,1.0001975126350418,1.0460856336572033,1.0000002485969115,1.0313673723660162
6,1.0099999899999998,10.100000096547316,10.100000093424258,10.000500037496602,10.499565032345078
7,1.0099999899999998,1.000148760983319,10.09937220161465,1.0000001818782576,1.0173285868447897
8,1.0099999899999998,1.0000069129696596,1.0029998453647004,10.000500036593687,10.498844788094301
9,1.0099999899999998,1.0000000268639628,10.100000099886076,10.000500037502913,10.499999378518305
10,1.0099999899999998,1.0000205037958458,1.004863570675032,10.00050003476985,10.496576343785827
11,1.0099999899999998,1.0000000267773401,10.100000099887808,10.000500037502913,10.499999379613184
12,1.0099999899999998,1.000000010234086,0.9999999969790657,0.999999990002484,1.000005648674345
13,1.0099999899999998,1.0000000180042514,10.100000100235137,10.000500037503185,10.499999600088447
14,1.0099999899999998,1.0002755298588393,10.094737746171695,10.000500001235832,10.454147484458593
15,1.0099999899999998,1.0000001415912483,1.0000001342732685,0.9999999900610785,1.0002277576491487
