load_id,proportional,efficiency,min_max,equality_min,jain
1,1.0099999899999998,10.099998703837919,5.319046621143891,10.000500036511907,10.499332994861453
2,1.0099999899999998,1.0000000657619532,5.333145169435362,0.9999999901846433,10.499985987446644
3,1.0099999899999998,0.9999999946698956,4.202054047555848,6.223917707993471,1.0000184009522073
4,1.0099999899999998,1.0000000565060307,5.436162334930911,0.999999990010278,10.499948478651381
5,1.0099999899999998,1.0001978864181094,5.319014926329927,10.000499657648556,1.0208185467616908
6,1.0099999899999998,1.0000001314822684,5.3227045372631965,10.000500037420236,10.499997953183115
7,1.0099999899999998,10.1000000993932,5.854597279597408,0.9999999900713105,7.391587600307166
8,1.0099999899999998,1.0000086498941416,5.319029985086016,10.00050003525529,10.499384079522812
9,1.0099999899999998,1.0000191949342159,5.319015844500823,10.000500033319803,10.498681283935424
10,1.0099999899999998,1.00002653183791,5.319030646096248,10.000500030889489,10.498172569835667
11,1.0099999899999998,1.0000183625941095,5.31902744215725,10.000500033020735,10.498704225014658
12,1.0099999899999998,1.0000000106146112,5.379772960423806,0.9999999900495502,10.49999544381332
13,1.0099999899999998,1.0000632262023388,5.319023185823984,10.00050003660079,10.49959416167283
14,1.0099999899999998,1.000380673432087,5.319030212108343,10.000499954280583,10.477409535396669
15,1.0099999899999998,10.100000099533512,5.916470917686233,0.9999999900628285,10.497962463774355
