Iteration,Total_Load_Shed,Lower_Level_Load_Shed,Upper_Level_Load_Shed
1,1374.7761350633562,1374.7761350633562,1362.6468041391472
2,1374.7761350633562,1374.7761350633562,1362.6468041391472
3,1374.7761350633562,1374.7761350633562,1362.6468041391472
4,1374.7761350633562,1374.7761350633562,1362.6468041391472
5,1374.7761350633562,1374.7761350633562,1362.6468041391472
