alpha,agg_total_shed,cost_weighted_shed,cost_weighted_max,palma_cost_weighted,palma_ratio_uncosted
0.0,152.52616037885932,2277.3608900088907,736.2074989825968,2.5447363012047957,2.0914876767080925
0.09090909090909091,158.60900618604205,2401.174803767064,846.8243326815563,1.7022325443990922,1.4055032564488177
0.18181818181818182,158.60900619989883,2401.174803847565,846.824332710439,1.7022325443213935,1.405503256385025
0.2727272727272727,192.74653533254073,2970.8403580430218,968.3777488150317,1.0742213916443264,0.9759747906365859
0.36363636363636365,172.37674903734694,2604.822799526169,928.9435855979957,0.9726266576955769,0.935311135404764
0.45454545454545453,NaN,NaN,NaN,NaN,NaN
0.5454545454545454,566.9704588237813,7459.7131592044225,1617.608052249145,Inf,Inf
0.6363636363636364,566.9704572201802,7459.7131456371035,1617.608052249145,Inf,5.063670401847696
0.7272727272727273,566.9704572201802,7459.7131456371035,1617.608052249145,Inf,5.063670401847696
0.8181818181818182,566.9704564338732,7459.713146407134,1617.608052249145,Inf,2.0438093609677157
0.9090909090909091,566.9704556233269,7459.713122090744,1617.608052249145,Inf,4.940721043141137
1.0,566.9704556233269,7459.713122090744,1617.608052249145,Inf,4.940721043141137
