Iteration,Total_Load_Shed,Lower_Level_Load_Shed,Upper_Level_Load_Shed
1,1374.7761350633562,1374.7761350633562,1359.7083706611102
2,1374.7761350633562,1374.7761350633562,1359.7083706611102
3,1374.7761350633562,1374.7761350633562,1359.7083706611102
4,1374.7761350633562,1374.7761350633562,1359.7083706611102
5,1374.7761350633562,1374.7761350633562,1359.7083706611102
