case,fair_func,period,load_id,weight
motivation_c,jain,0,5,1.0000000170935694
motivation_c,jain,0,12,1.0000001439667463
motivation_c,jain,0,8,1.000000009179577
motivation_c,jain,0,1,1.0000000135722589
motivation_c,jain,0,6,1.0000000088774619
motivation_c,jain,0,11,1.00000002145491
motivation_c,jain,0,9,1.0000000214549314
motivation_c,jain,0,14,1.0000001220622343
motivation_c,jain,0,3,10.000000094070446
motivation_c,jain,0,7,1.0000000209000917
motivation_c,jain,0,4,1.0000000746856905
motivation_c,jain,0,13,1.0000000051573246
motivation_c,jain,0,15,1.0000000209019428
motivation_c,jain,0,2,1.0000006723639268
motivation_c,jain,0,10,1.0000000240214033
motivation_c,jain,1,5,1.0000000159797064
motivation_c,jain,1,12,1.0000001349563727
motivation_c,jain,1,8,1.00000000840347
motivation_c,jain,1,1,1.0000000125986435
motivation_c,jain,1,6,1.0000000080650673
motivation_c,jain,1,11,1.000000020157381
motivation_c,jain,1,9,1.0000000201574029
motivation_c,jain,1,14,1.0000001167224355
motivation_c,jain,1,3,10.00000009430832
motivation_c,jain,1,7,1.0000000196001804
motivation_c,jain,1,4,1.000000069405209
motivation_c,jain,1,13,1.0000000045310615
motivation_c,jain,1,15,1.0000000196019554
motivation_c,jain,1,2,1.0000006336686462
motivation_c,jain,1,10,1.0000000226461399
motivation_c,jain,2,5,1.0000000159797064
motivation_c,jain,2,12,1.0000001349563727
motivation_c,jain,2,8,1.00000000840347
motivation_c,jain,2,1,1.0000000125986435
motivation_c,jain,2,6,1.0000000080650673
motivation_c,jain,2,11,1.000000020157381
motivation_c,jain,2,9,1.0000000201574029
motivation_c,jain,2,14,1.0000001167224355
motivation_c,jain,2,3,10.00000009430832
motivation_c,jain,2,7,1.0000000196001804
motivation_c,jain,2,4,1.000000069405209
motivation_c,jain,2,13,1.0000000045310615
motivation_c,jain,2,15,1.0000000196019554
motivation_c,jain,2,2,1.0000006336686462
motivation_c,jain,2,10,1.0000000226461399
