case,fair_func,total_demand,total_pshed,total_pd_served,pct_shed,pct_served,objective,jain,palma,gini
motivation_c,efficiency,3466.0,2338.0,1128.0,67.45527986151183,32.544720138488174,5640.0,0.4,Inf,0.6000000000000001
motivation_c,proportional,3466.0,2338.0,1128.0,67.45527986151183,32.544720138488174,-41.03195589273285,0.4,Inf,0.6000000000000001
motivation_c,min_max,3466.0,3266.0,200.0,94.22965954991345,5.770340450086555,1155.0,0.8,0.6666666666666666,0.19999999999999996
motivation_c,jain,3466.0,3266.0,200.0,94.22965954991345,5.770340450086555,0.38061071093798227,0.8,0.6666666666666666,0.19999999999999996
motivation_c,palma,3466.0,3466.0,0.0,100.0,0.0,3.2283464566929134,1.0,0.3333333333333333,0.0
