TestName,GiniIndex,JainsIndex,PalmaRatio,AlphaFairness1
ContSwitch_ModelA,0.9999999999871918,1.0000000000000002,0.28571428575504826,-2.001849607739029
IntSwitch_ModelA,0.7777777777777778,0.5789473684210527,Inf,-Inf
ImpDiff_ModelA,0.9999999999871919,0.9999999999999998,0.28571428575504787,-2.0018496077390306
LLSoln_ModelA,0.9999999999871918,1.0000000000000002,0.28571428575504826,-2.001849607739029
ContSwitch_ModelB,0.9999999999899596,1.0,0.285714285745303,-2.0018496078103825
IntSwitch_ModelB,0.7777777777777778,0.5789473684210527,Inf,-Inf
ImpDiff_ModelB,0.9999999999867971,1.0000000000000002,0.285714285756495,-2.0018496077310255
LLSoln_ModelB,0.9999999999899596,1.0,0.285714285745303,-2.0018496078103825
