Gini_Index,Jains_Index,Palma_Ratio,Alpha_Fairness_1,Alpha_Fairness_0_5,Alpha_Fairness_5
0.6570953111234379,0.3330679136102327,Inf,-Inf,246.718425749637,-Inf
