load_id,efficiency,proportional,equality_min,min_max,jain,palma
1,10.000000099936118,1.0099999899999998,7.9650748453507525,1.5059067846231249,1.0000020838912609,10.0
2,10.000000099570505,1.0099999899999998,10.00000009974493,1.5059014693279515,1.0000805474907195,10.0
3,10.00000009997494,1.0099999899999998,30.993458714455915,6.005910624081097,10.000000047164978,10.0
4,10.000000099940612,1.0099999899999998,33.15853125924221,1.5059104506684504,1.000007065758118,10.0
5,10.000000099924844,1.0099999899999998,0.9999999900509992,1.5059119448499474,1.000002399466943,10.0
6,10.000000099962408,1.0099999899999998,12.005357645307278,1.5059056477453927,1.0000016536387226,10.0
7,10.000000099924794,1.0099999899999998,19.06030986138835,1.4670118274419248,1.0000027304188779,10.0
8,10.0000000999411,1.0099999899999998,13.101497293776424,1.5059045069323291,1.0000016981746283,10.0
9,10.000000099914793,1.0099999899999998,9.950504997954342,1.5059051168004995,1.0000027881822011,10.0
10,10.000000099895557,1.0099999899999998,10.00000009991806,1.5059025651494453,1.0000030287440091,10.0
11,10.000000099914793,1.0099999899999998,10.000000099230071,1.5059051431564885,1.0000027881798608,10.0
12,10.000000099899694,1.0099999899999998,21.020318451888564,1.505906292828588,1.000012383011985,10.0
13,10.000000099962422,1.0099999899999998,12.961018004683202,1.5059193476757309,1.0000013345414123,10.0
14,10.000000099594674,1.0099999899999998,10.000000099407062,1.5059003842385943,1.0000117620231759,10.0
15,10.000000099924844,1.0099999899999998,13.630398277687243,1.5059084434005925,1.0000027298979446,10.0
