alpha,agg_total_shed,cost_weighted_shed,cost_weighted_max,palma_cost_weighted,palma_ratio_uncosted
0.0,200.3325006462985,2929.0874647101205,1554.3390879018352,6.6054093080347585,1.2391725983861366
0.09090909090909091,242.96050822355545,4081.6589255939457,1579.5928411886118,4.449224027060283,1.4100281447102716
0.18181818181818182,385.9948687887789,6219.202256735584,1617.608052249145,2.5308923203870086,1.7785633480213594
0.2727272727272727,473.5794878238402,6657.581467638277,1617.608052249145,1.9867405037805843,1.9488010565963707
0.36363636363636365,566.9704648312845,7459.713209119257,1617.608052249145,Inf,Inf
0.45454545454545453,566.9704648312845,7459.713209119257,1617.608052249145,Inf,Inf
0.5454545454545454,566.9704648312845,7459.713209119257,1617.608052249145,Inf,Inf
0.6363636363636364,566.9704648312845,7459.713209119257,1617.608052249145,Inf,Inf
0.7272727272727273,566.9704648312845,7459.713209119257,1617.608052249145,Inf,Inf
0.8181818181818182,566.9704648312845,7459.713209119257,1617.608052249145,Inf,Inf
0.9090909090909091,566.9704648312845,7459.713209119257,1617.608052249145,Inf,Inf
1.0,566.9704648312845,7459.713209119257,1617.608052249145,Inf,Inf
