block_id,status
1,-1.1909414099251893e-16
2,-8.617347548206476e-17
3,0.9898222980227042
4,-8.617347548206476e-17
5,-1.1909414099251893e-16
6,-1.2865558140405962e-16
7,-1.2865558140405962e-16
8,-1.1909414099251893e-16
9,0.9898222980227042
10,0.9999999999013117
11,-8.617347548206476e-17
12,-8.617347548206476e-17
13,0.8555688803759488
14,-1.1909414099075188e-16
15,-8.617347548004527e-17
16,0.8555688803759488
