load_id,efficiency,proportional,equality_min,min_max,jain
1,10.000000099936123,1.0099999899999998,16.768242714414114,4.1165896159658715,1.0000021748078933
2,10.000000099571176,1.0099999899999998,10.000000099994775,4.116576008456037,3.69260195249381
3,10.000000099974944,1.0099999899999998,20.309154386237832,4.464768767732152,10.000000035162655
4,10.00000009994061,1.0099999899999998,22.555472415358935,4.116591621443018,1.0001000519814935
5,10.000000099924822,1.0099999899999998,12.773912833458946,1.000007360764748,1.0000025076896468
6,10.000000099962422,1.0099999899999998,12.333593086698915,4.116616654402395,1.000000782465658
7,10.000000099924879,1.0099999899999998,14.139267829259236,4.116610083228915,1.0000028163551156
8,10.000000099941108,1.0099999899999998,12.445446998803092,4.116588729934067,1.000001792001269
9,10.000000099914807,1.0099999899999998,10.200000202976998,4.116587829356802,1.0000029047193497
10,10.00000009989559,1.0099999899999998,10.200000202940892,4.116584570681441,1.0000031860321954
11,10.000000099914807,1.0099999899999998,10.200000202990141,4.116587877261704,1.0000029047175747
12,10.000000099899708,1.0099999899999998,18.448091566895826,4.116588490577122,1.0000677082979808
13,10.000000099962415,1.0099999899999998,11.287074190563493,4.1165979397598615,1.0000004677752
14,10.000000099595336,1.0099999899999998,10.000000099991475,4.116564709236242,1.000012500083581
15,10.000000099924847,1.0099999899999998,14.140817550157813,4.116596234368257,1.0000028163559902
