bus_id,vm_avg,z_voltage
1,1.03,0.9744338193124449
2,6.882109233067429e-5,1.5710861000600734e-9
3,8.286388748428814e-5,3.9126008292637246e-9
4,7.484214615873338e-5,2.5276516354348062e-9
5,8.286388748428814e-5,3.9126008292637246e-9
6,0.9688200320149732,0.9015992535375277
7,7.484214615873338e-5,2.5276516354348062e-9
8,7.484214615873338e-5,2.5276516354348062e-9
9,0.9663218017315209,0.8977413250674868
10,6.882109233067429e-5,1.5710861000600734e-9
11,6.882109233067429e-5,1.571086100060074e-9
12,7.484214615873339e-5,2.5276516354348062e-9
13,0.9654845559911838,1.0000000039808221
14,0.7769744553947014,0.6020190847949042
15,1.0299999999999974,0.9743940583670854
16,6.882109233067429e-5,1.5710861000600734e-9
17,0.7769744553947014,0.6006235929610825
18,6.882109233067429e-5,1.5710861000600734e-9
