FairnessFunction,MinMax,Proportional,Jain,Palma,Gini
proportional,351.99891070811594,NaN,0.44646824281279207,-4.760266293523511e8,0.6819053592712091
efficiency,351.99891070811594,NaN,0.44646824281279207,-4.760266293523511e8,0.6819053592712091
min_max,351.99891070811594,NaN,0.44646824281279207,-4.760266293523511e8,0.6819053592712091
jain,351.99891070811594,NaN,0.44646824281279207,-4.760266293523511e8,0.6819053592712091
equality_min,351.99891070811594,NaN,0.44646824281279207,-4.760266293523511e8,0.6819053592712091
