BlockID,GenCap,EqualityMinStatus,RelaxedStatus,BlockSwitches
1,1000.0,0.9999999761092092,0.9986768050107333,Set([1])
2,1000.0,0.9999999918933593,0.9999999923819772,Set([2])
3,1000.0,0.9999999919089746,0.9999999923643069,"Set([2, 1])"
