alpha,agg_total_shed,cost_weighted_shed,cost_weighted_max,palma_cost_weighted,palma_ratio_uncosted
0.0,125.55909611351215,1778.0068651346905,484.5891647867837,2.113544875217881,2.074640887737271
0.09090909090909091,133.60375690499507,1934.951385676966,669.2828358988584,1.1449142197907007,1.3715284183017042
0.18181818181818182,149.70713709196386,2166.9531820530965,786.7057046755699,0.9596099341740707,1.0328651939792937
0.2727272727272727,154.9681599225856,2253.213052262316,804.8513536627164,0.9121970272472627,0.9636843504804424
0.36363636363636365,156.87320234747318,2278.5671600172204,809.3877095985999,0.9058433226092153,0.946165390326907
0.45454545454545453,566.9704606456023,7459.713126312795,1617.6080394608005,Inf,Inf
0.5454545454545454,566.9703249850489,7459.710841917456,1617.608052249145,Inf,Inf
0.6363636363636364,566.9703249850489,7459.710841917456,1617.608052249145,Inf,Inf
0.7272727272727273,566.9703249850489,7459.710841917456,1617.608052249145,Inf,Inf
0.8181818181818182,566.9703249850489,7459.710841917456,1617.608052249145,Inf,Inf
0.9090909090909091,566.9703249850489,7459.710841917456,1617.608052249145,Inf,Inf
1.0,566.9703249850489,7459.710841917456,1617.608052249145,Inf,Inf
