alpha,period,lambda,total_shed,max_shed
0.0,1,5.0,3.8361025065662435,1.1463802886291916
0.0,2,5.0,12.516970128265548,8.551215074040103
0.0,3,5.01,19.306246804795975,4.65979258153503
0.0,4,6.4,24.512658655148947,6.327538618948623
0.0,5,17.17,21.83320082018981,7.30983209727283
0.0,6,30.0,21.128746770577187,4.316489587085853
0.0,7,23.15,14.814012701906524,3.6858238129159533
0.0,8,11.95,7.6111577260619185,2.67180368091391
0.09090909090909091,1,5.0,3.886918221051344,1.1765621723637294
0.09090909090909091,2,5.0,12.723351914475039,7.34037262038823
0.09090909090909091,3,5.01,19.754896506413637,3.6429047327055386
0.09090909090909091,4,6.4,24.91111164396616,6.378040609959021
0.09090909090909091,5,17.17,23.885571932559376,6.847574263074657
0.09090909090909091,6,30.0,23.436961506199886,7.503874640507549
0.09090909090909091,7,23.15,16.202114179271273,6.738385794872817
0.09090909090909091,8,11.95,8.802831001058351,5.769458481755821
0.18181818181818182,1,5.0,7.714839622324082,5.110158350913569
0.18181818181818182,2,5.0,14.54084923730544,6.973433837620917
0.18181818181818182,3,5.01,21.317261103996096,6.58399983456804
0.18181818181818182,4,6.4,27.18872701079166,7.86100141812725
0.18181818181818182,5,17.17,24.719262376263746,8.015851682314487
0.18181818181818182,6,30.0,28.86263104430398,9.289653778873067
0.18181818181818182,7,23.15,16.202153428249677,6.738399198987533
0.18181818181818182,8,11.95,9.161413268729186,5.914290148753473
0.2727272727272727,1,5.0,8.402426395816931,5.729740203536981
0.2727272727272727,2,5.0,15.73207672749847,7.247750163781657
0.2727272727272727,3,5.01,21.477766312795836,7.2330494013545525
0.2727272727272727,4,6.4,27.188745348866327,7.861005533669374
0.2727272727272727,5,17.17,24.471832955826365,7.00372377530474
0.2727272727272727,6,30.0,28.86262043777889,9.289635297812033
0.2727272727272727,7,23.15,19.671277308941868,7.939401602196712
0.2727272727272727,8,11.95,9.161414435060944,5.9142883399711845
0.36363636363636365,1,5.0,8.402454964235481,5.729755369934783
0.36363636363636365,2,5.0,16.560688203922766,7.417698911058722
0.36363636363636365,3,5.01,21.477767598982393,7.233050676164906
0.36363636363636365,4,6.4,27.658273130596697,7.990635795156162
0.36363636363636365,5,17.17,24.471833030553675,7.00372449919039
0.36363636363636365,6,30.0,29.469478544071123,9.384862350234824
0.36363636363636365,7,23.15,19.67127712994565,7.939401668082829
0.36363636363636365,8,11.95,9.161429745165414,5.914294262994606
0.45454545454545453,1,5.0,58.71041706679276,13.546325878594251
0.45454545454545453,2,5.0,67.73538054390652,14.824281150159749
0.45454545454545453,3,5.01,75.30492002017746,15.463258785942495
0.45454545454545453,4,6.4,80.51255900645103,16.61946902654868
0.45454545454545453,5,17.17,77.832891039586,15.463258785942495
0.45454545454545453,6,30.0,75.05653286062483,16.23003152260364
0.45454545454545453,7,23.15,68.89438866581477,15.718849840255594
0.45454545454545453,8,11.95,62.92337144224892,14.696485623003198
0.5454545454545454,1,5.0,58.71036911976498,13.546325878594251
0.5454545454545454,2,5.0,67.73538054390652,14.824281150159749
0.5454545454545454,3,5.01,75.30492002017746,15.463258785942495
0.5454545454545454,4,6.4,80.51255900645103,16.61946902654868
0.5454545454545454,5,17.17,77.83289437271193,15.463258785942495
0.5454545454545454,6,30.0,75.05653371318112,16.23003194888179
0.5454545454545454,7,23.15,68.89429676660693,15.718849840255594
0.5454545454545454,8,11.95,62.92337144224892,14.696485623003198
0.6363636363636364,1,5.0,58.71036911976498,13.546325878594251
0.6363636363636364,2,5.0,67.73538054390652,14.824281150159749
0.6363636363636364,3,5.01,75.30492002017746,15.463258785942495
0.6363636363636364,4,6.4,80.51255900645103,16.61946902654868
0.6363636363636364,5,17.17,77.83289437271193,15.463258785942495
0.6363636363636364,6,30.0,75.05653371318112,16.23003194888179
0.6363636363636364,7,23.15,68.89429676660693,15.718849840255594
0.6363636363636364,8,11.95,62.92337144224892,14.696485623003198
0.7272727272727273,1,5.0,58.71036911976498,13.546325878594251
0.7272727272727273,2,5.0,67.73538054390652,14.824281150159749
0.7272727272727273,3,5.01,75.30492002017746,15.463258785942495
0.7272727272727273,4,6.4,80.51255900645103,16.61946902654868
0.7272727272727273,5,17.17,77.83289437271193,15.463258785942495
0.7272727272727273,6,30.0,75.05653371318112,16.23003194888179
0.7272727272727273,7,23.15,68.89429676660693,15.718849840255594
0.7272727272727273,8,11.95,62.92337144224892,14.696485623003198
0.8181818181818182,1,5.0,58.71036911976498,13.546325878594251
0.8181818181818182,2,5.0,67.73538054390652,14.824281150159749
0.8181818181818182,3,5.01,75.30492002017746,15.463258785942495
0.8181818181818182,4,6.4,80.51255900645103,16.61946902654868
0.8181818181818182,5,17.17,77.83289437271193,15.463258785942495
0.8181818181818182,6,30.0,75.05653371318112,16.23003194888179
0.8181818181818182,7,23.15,68.89429676660693,15.718849840255594
0.8181818181818182,8,11.95,62.92337144224892,14.696485623003198
0.9090909090909091,1,5.0,58.71036911976498,13.546325878594251
0.9090909090909091,2,5.0,67.73538054390652,14.824281150159749
0.9090909090909091,3,5.01,75.30492002017746,15.463258785942495
0.9090909090909091,4,6.4,80.51255900645103,16.61946902654868
0.9090909090909091,5,17.17,77.83289437271193,15.463258785942495
0.9090909090909091,6,30.0,75.05653371318112,16.23003194888179
0.9090909090909091,7,23.15,68.89429676660693,15.718849840255594
0.9090909090909091,8,11.95,62.92337144224892,14.696485623003198
1.0,1,5.0,58.71036911976498,13.546325878594251
1.0,2,5.0,67.73538054390652,14.824281150159749
1.0,3,5.01,75.30492002017746,15.463258785942495
1.0,4,6.4,80.51255900645103,16.61946902654868
1.0,5,17.17,77.83289437271193,15.463258785942495
1.0,6,30.0,75.05653371318112,16.23003194888179
1.0,7,23.15,68.89429676660693,15.718849840255594
1.0,8,11.95,62.92337144224892,14.696485623003198
