alpha,agg_total_shed,cost_weighted_shed,cost_weighted_max,palma_cost_weighted,palma_ratio_uncosted
0.0,200.3325006462985,2929.0874647101205,1554.3390879018352,6.6054093080347585,1.7457415398974558
0.09090909090909091,250.17810910406018,4117.74692999647,1617.608052249145,4.088576009540429,2.728616400321793
0.18181818181818182,338.7579765254332,5408.144816998363,1617.608052249145,2.9774392750595218,1.8420659808988304
0.2727272727272727,427.96791508518055,6429.067488217591,1617.608052249145,2.2745423225048444,1.909927451010925
0.36363636363636365,427.96791508518055,6429.067488217591,1617.608052249145,2.2745423225048444,1.909927451010925
0.45454545454545453,521.806373643086,7233.892753178264,1617.608052249145,1.8518257299924599,1.8518257299924599
0.5454545454545454,521.806373643086,7233.892753178264,1617.608052249145,1.8518257299924599,1.8518257299924599
0.6363636363636364,566.9704635870592,7459.713194250763,1617.608052249145,Inf,Inf
0.7272727272727273,566.9704635870592,7459.713194250763,1617.608052249145,Inf,Inf
0.8181818181818182,566.9704635870592,7459.713194250763,1617.608052249145,Inf,Inf
0.9090909090909091,566.9704635870592,7459.713194250763,1617.608052249145,Inf,Inf
1.0,566.9704635870592,7459.713194250763,1617.608052249145,Inf,Inf
