alpha,period,lambda,total_shed,max_shed
0.0,1,5.0,3.8361009687997476,1.1463805672151508
0.0,2,5.0,12.488675437995363,7.571966132311946
0.0,3,5.01,19.304920028367643,3.6813461662981553
0.0,4,6.4,24.512559014122253,6.186372931216714
0.0,5,17.17,21.83289438293046,7.126696316523441
0.0,6,30.0,21.128745273594667,4.316489542487816
0.0,7,23.15,14.81400518670142,3.685823713935886
0.0,8,11.95,7.611146024949453,2.671803461136242
0.09090909090909091,1,5.0,3.8361598938018786,1.1464291106558862
0.09090909090909091,2,5.0,12.689726620713447,2.60207675437113
0.09090909090909091,3,5.01,19.30492471147814,4.036831286618515
0.09090909090909091,4,6.4,24.539529971940134,6.093018420913548
0.09090909090909091,5,17.17,25.281822544490026,10.709612985118238
0.09090909090909091,6,30.0,23.738065286275074,4.004875190665956
0.09090909090909091,7,23.15,16.460051926275607,3.68578543384097
0.09090909090909091,8,11.95,8.883500078193034,2.6717826161779676
0.18181818181818182,1,5.0,3.8361110955066997,1.1463884952236485
0.18181818181818182,2,5.0,12.689719932373126,2.6020909341324048
0.18181818181818182,3,5.01,19.304920861272926,4.036847347091088
0.18181818181818182,4,6.4,24.555925858789724,6.2646290486036165
0.18181818181818182,5,17.17,24.6294132481846,13.816496242422463
0.18181818181818182,6,30.0,23.510792806481184,4.166873292123652
0.18181818181818182,7,23.15,16.460028771927277,3.685816103314709
0.18181818181818182,8,11.95,8.883502565107756,2.671795155451215
0.2727272727272727,1,5.0,3.8867871927043884,1.1764941495475665
0.2727272727272727,2,5.0,12.689749614394,2.6019547561500165
0.2727272727272727,3,5.01,19.304923758363653,4.036788362564323
0.2727272727272727,4,6.4,25.91847093289282,14.57701901847474
0.2727272727272727,5,17.17,26.531147451391995,10.929573081274139
0.2727272727272727,6,30.0,23.87532264585371,5.059821012083863
0.2727272727272727,7,23.15,16.617670042877798,3.465982606534479
0.2727272727272727,8,11.95,8.883884971031687,2.671177812520647
0.36363636363636365,1,5.0,3.8869150485146853,1.1765628595243762
0.36363636363636365,2,5.0,12.68971072549059,2.602116136301925
0.36363636363636365,3,5.01,19.304920977222103,4.036656933400672
0.36363636363636365,4,6.4,27.836129740349456,16.358339345954537
0.36363636363636365,5,17.17,28.39905783883437,12.68694963221034
0.36363636363636365,6,30.0,24.317403937903666,5.480315671068919
0.36363636363636365,7,23.15,16.46002965947217,3.685814456355241
0.36363636363636365,8,11.95,8.921565888795497,2.6118660218358687
0.45454545454545453,1,5.0,NaN,NaN
0.45454545454545453,2,5.0,NaN,NaN
0.45454545454545453,3,5.01,NaN,NaN
0.45454545454545453,4,6.4,NaN,NaN
0.45454545454545453,5,17.17,NaN,NaN
0.45454545454545453,6,30.0,NaN,NaN
0.45454545454545453,7,23.15,NaN,NaN
0.45454545454545453,8,11.95,NaN,NaN
0.5454545454545454,1,5.0,4.119614821641813,1.380530973451328
0.5454545454545454,2,5.0,14.039563920815144,4.587290953008732
0.5454545454545454,3,5.01,20.578972298957844,4.03682051143921
0.5454545454545454,4,6.4,26.782967361696713,14.577727683586483
0.5454545454545454,5,17.17,26.803329411385793,10.183497072466224
0.5454545454545454,6,30.0,23.709301494432804,4.9021174397584995
0.5454545454545454,7,23.15,16.460058358665847,3.68577559383761
0.5454545454545454,8,11.95,9.877986686441252,6.046459316992646
0.6363636363636364,1,5.0,4.1195814701942854,1.38053080709019
0.6363636363636364,2,5.0,13.737089134491532,2.6017530857890865
0.6363636363636364,3,5.01,20.57895406805892,4.036805044437806
0.6363636363636364,4,6.4,31.655341160298125,16.619446214669285
0.6363636363636364,5,17.17,26.86466976660803,9.705584115729856
0.6363636363636364,6,30.0,24.502563200554057,5.656361984207207
0.6363636363636364,7,23.15,16.460033843667958,3.685809656615164
0.6363636363636364,8,11.95,9.488711150749612,3.6796566640072736
0.7272727272727273,1,5.0,4.070249792652792,1.380530973451328
0.7272727272727273,2,5.0,13.736994768815233,2.6020805215136775
0.7272727272727273,3,5.01,24.26873778346569,9.871581551756915
0.7272727272727273,4,6.4,33.00939999744175,13.04784809327059
0.7272727272727273,5,17.17,26.775723119216345,11.285312900847899
0.7272727272727273,6,30.0,25.26463490227626,6.380934375264173
0.7272727272727273,7,23.15,16.46003448489286,3.6858112758895567
0.7272727272727273,8,11.95,8.883515225394884,2.671771007851066
0.8181818181818182,1,5.0,4.070272807836723,1.380530973451328
0.8181818181818182,2,5.0,13.737014696988703,2.602065559043078
0.8181818181818182,3,5.01,25.45520334672083,12.175283640654785
0.8181818181818182,4,6.4,32.127434169486015,15.374259040846567
0.8181818181818182,5,17.17,26.823088101080707,10.425263398519235
0.8181818181818182,6,30.0,25.265990754258247,6.382228216966326
0.8181818181818182,7,23.15,16.46003228570353,3.6858140952126224
0.8181818181818182,8,11.95,8.883511317237076,2.671774672583161
0.9090909090909091,1,5.0,4.070253488740058,1.3805309512986048
0.9090909090909091,2,5.0,13.736995564426035,2.6021195379587665
0.9090909090909091,3,5.01,25.7155926988063,12.663730051359018
0.9090909090909091,4,6.4,35.3557464022821,15.718636163247993
0.9090909090909091,5,17.17,25.392606713124284,13.453158693382331
0.9090909090909091,6,30.0,25.271450336948437,6.387424500933709
0.9090909090909091,7,23.15,16.460024352905577,3.6858225529086686
0.9090909090909091,8,11.95,8.883501104063004,2.671800520159623
1.0,1,5.0,4.070251620562057,1.380530973451328
1.0,2,5.0,13.736994820755799,2.602127058788697
1.0,3,5.01,25.715645225893986,12.663831115837969
1.0,4,6.4,35.355885287217625,15.718849324240361
1.0,5,17.17,25.36726349007085,13.448091193374374
1.0,6,30.0,25.262139024001495,6.3785726975142865
1.0,7,23.15,16.460022857779624,3.685823828777976
1.0,8,11.95,8.883499926753144,2.671803672267585
