load_id,efficiency,proportional,equality_min,min_max,jain
1,1.000013032870987,1.1009233636352567,1.0305879579033383,1.5460229561023244,2.5638833055251533
2,9.99961359613459,9.999909870843217,1.7510886755783641,1.5521947854830351,9.999826647016304
3,1.0000145011981791,3.4429573451903672,1.614431047717331,1.5252055423132245,4.231174670461624
4,9.999618149626187,1.001657641557367,1.1003319913601184,1.553505960975026,1.9091681309444755
5,1.0000224002756513,6.345037123853822,1.0000004322475244,1.5637079179224158,5.10710597503103
6,1.0000182191982592,1.9892152989657594,1.9191439487047917,1.6969081102137447,3.790711012799561
7,1.0000704751518255,1.000078304465234,1.3848821894714503,1.504204387606262,1.0001429974865292
8,1.000075812773172,1.0005534512139624,1.000027065109252,1.548714107371094,1.0003553946659947
9,1.0000173804518122,1.000263325422698,2.5145755661037184,1.5474940948810645,1.000377914521731
10,1.000134401043328,3.460519490767624,1.5559813291550748,1.5501287921602815,9.997163154375595
11,1.0000173804763992,9.999408076168287,1.3055759664184268,1.5474940921241587,9.998877399630365
12,9.999376726242518,9.999822478249053,2.3600014440947676,1.552888845067824,9.99981869098345
13,9.999967628269596,4.733510549258802,1.7856985994771757,1.5571370961130269,5.910527598741594
14,1.0005217831207809,9.998385248861052,9.999999654106148,1.551506149551195,8.211744782235877
15,1.0000417711934184,2.989242417160292,2.4624322291277254,1.5025361576244964,6.591337265375522
