bus_id,vm_avg,z_voltage
1,1.03,0.9778376777004465
2,1.0300000116377104,0.9777425540652886
3,1.0314350413481275,0.999999994053737
4,1.0295116258176156,0.9774232337668999
5,1.0314318089346448,0.9999999922353312
6,1.0500000052493959,1.0000000048163566
7,1.0319637428056596,0.9999999921623781
8,1.0343951568340735,0.9999999921074478
9,1.0343951463868815,0.9828105824269853
10,1.0343951462261225,0.982810579943377
11,1.030003023137982,0.9777459882734663
12,1.0314320848222338,0.9824150214201348
13,1.0336167699650358,1.0000000010268943
14,1.031967041820611,0.9999999915562695
15,1.031432084821428,0.9823898228288801
16,1.034395148147716,0.9828105815362558
17,1.03439515171377,0.9828105854812721
