bus_id,vm_avg,z_voltage
1,1.03,0.9778697050011708
2,1.030000004189455,0.9777425455714809
3,1.032790914151941,0.9999999945738959
4,1.029970969809506,0.9777660617425534
5,1.0327854419674647,0.9999999600855853
6,1.041257166692409,0.9904096360674098
7,1.0323629599986752,0.9999999922215326
8,1.0350752550028954,0.9999999921696392
9,1.0350752664435043,0.9847590855506199
10,1.0350752535220347,0.9847590614436058
11,1.0300038762944583,0.9777469611778665
12,1.0320554154424386,0.9999999893470143
13,1.0346589577289038,0.9843028958948645
14,1.0323668859148507,0.999999992203508
15,1.0350752647000294,0.9847590777234948
16,1.0350752646773296,0.9847590776863289
