bus_id,vm_avg,z_voltage
1,1.03,0.9778388190991589
2,1.0300000116388486,0.9777425540666146
3,1.0317168464847584,1.0000000022241426
4,1.0295105755765528,0.9774230500783249
5,1.03171407206349,1.0000000017074688
6,1.0500000052486642,1.0000000048155206
7,1.0319872653085056,0.9999999920999504
8,1.0344420797552065,0.9999999920804457
9,1.0344420693502459,0.982863769792183
10,1.0344420736344355,0.9828637749143334
11,1.0300030627446686,0.9777460334393836
12,1.0309203757856045,1.000000001770909
13,1.0336637297946811,0.9999999906485173
14,1.031990604402642,0.9999999905262941
15,1.0309203757856131,0.9830920101741171
16,1.0344420737467754,0.9828637746931888
17,1.034442074676068,0.9828637728446762
