load_id,efficiency,proportional,min_max,equality_min,jain
1,1.000000000667896,1.0099999899999998,10.100000086120206,10.000500037462984,1.000001886795751
2,1.0000000459603182,1.0099999899999998,10.099999751899688,0.999999990017206,1.0000076027460045
3,1.0000177611123608,1.0099999899999998,10.099995899482742,9.93730064323678,1.0028408839827638
4,1.0000000148865198,1.0099999899999998,10.09999998954166,0.999999990004911,1.0000301487578547
5,1.0000923013849325,1.0099999899999998,1.0101853454385772,10.000500032990864,1.013209624932268
6,1.000061410564689,1.0099999899999998,10.099993184696723,10.000500031291276,1.0112742352494482
7,10.100000092565004,1.0099999899999998,1.000000059267789,0.999999990051887,10.499726616912467
8,1.000011008701134,1.0099999899999998,1.0091609603649379,10.000500037103915,1.001619169293701
9,1.000000003637567,1.0099999899999998,10.100000081363188,9.236360206805143,1.0000023838464729
10,1.0000330871236556,1.0099999899999998,10.099375592503419,10.00050003633804,1.0049417049160243
11,1.000000003558787,1.0099999899999998,10.10000008125855,9.406574866303929,1.0000023663239097
12,1.000000004900463,1.0099999899999998,10.100000014278363,0.9999999900044367,1.0000019953682275
13,0.9999999999700496,1.0099999899999998,10.10000008707846,9.074159636409734,1.0000017737608053
14,1.0004324829835256,1.0099999899999998,1.0254036932057862,10.000500023797702,1.1000234537161728
15,1.0000884600888864,1.0099999899999998,1.014648627670778,10.000500034270571,1.0127487222474232
