bus_id,vm_avg,z_voltage
1,1.020831115702421,1.0
2,1.020831126800966,1.0
3,1.022546886390104,1.0
4,1.0210195815909229,1.0
5,1.022546886390104,1.0
6,1.03,1.0
7,1.0211867454331323,1.0
8,1.0211867475159726,1.0
9,1.023234975692936,1.0
10,1.023234975692936,1.0
11,1.02101957195093,1.0
12,1.0217435919321507,1.0
13,1.020831115702421,1.0
14,1.0211867454331323,1.0
15,1.0217435919321507,1.0
16,1.023234975692936,1.0
17,1.0211867454331323,1.0
18,1.020831115702421,1.0
19,1.0211867475159726,1.0
20,1.022546886390104,1.0
