case,fair_func,total_demand,final_pshed,final_pd_served,pct_shed,pct_served,relaxed_pshed_final,objective,bilevel_iters_completed,bilevel_iters_total,bilevel_last_status,bilevel_early_stop,max_delta_weights,max_delta_pshed,weights_converged
motivation_c,efficiency,3466.0,2027.365502630954,1438.6344973690461,58.49294583470728,41.507054165292736,1838.8442237054246,13486.345980020062,10,10,LOCALLY_SOLVED,false,0.5000000549248336,15.000911115180504,false
motivation_c,palma,3466.0,1953.394190348998,1512.6058096510021,56.35874755767449,43.64125244232551,2344.5235648844955,13033.89689854876,10,10,OPTIMAL,false,0.5,3.148023543620809,true
