bus_id,vm_avg,z_voltage
1,1.016601195383438,1.0
2,1.0166012064228978,1.0
3,1.018021099907897,1.0
4,1.0167612015367453,1.0
5,1.018021099907897,1.0
6,1.03,1.0
7,1.0169431222248104,1.0
8,1.0190102071703324,1.0
9,1.0190102071703324,1.0
10,1.0190102071703324,1.0
11,1.0167797877965168,1.0
12,1.0172217484850206,1.0
13,1.016601195383438,1.0
14,1.0182811832592993,1.0
15,1.0172217484850206,1.0
16,1.0190102071703324,1.0
17,1.0169431222248104,1.0
18,1.016601195383438,1.0
19,1.0190102071703324,1.0
20,1.018021099907897,1.0
