case,fair_func,period,n_feasible_samples,total_load_shed,best_mld_obj,any_ac_feasible
motivation_c,efficiency,4,2,2263.7621987754324,15488.378167010898,true
motivation_c,efficiency,1,2,1172.8845517841407,14266.15462467644,true
motivation_c,efficiency,2,2,1627.2986236469949,14921.013912590039,true
motivation_c,efficiency,6,2,2635.9781840080936,15232.218312117937,true
motivation_c,efficiency,11,2,2263.7621987754324,15488.378167010898,true
motivation_c,efficiency,5,2,2635.9781840080936,15232.218312117937,true
motivation_c,efficiency,7,2,2478.752084564063,15071.47930495336,true
motivation_c,efficiency,8,2,2108.326847272185,15309.731680259423,true
motivation_c,efficiency,10,2,1934.0262686846204,15319.73746620491,true
motivation_c,efficiency,0,2,722.7787587259851,13568.212548294323,true
motivation_c,efficiency,9,2,1780.6612293252786,15120.387857802885,true
motivation_c,efficiency,3,2,1934.0262686846204,15319.73746620491,true
motivation_c,min_max,4,2,2321.5284024455163,12803.058298417202,true
motivation_c,min_max,1,2,1172.9024060632496,11795.369826004113,true
motivation_c,min_max,2,2,1752.3992626072775,11739.193759932861,true
motivation_c,min_max,6,2,2635.9781841053573,13171.330025346708,true
motivation_c,min_max,11,2,2321.5284024455163,12803.058298417202,true
motivation_c,min_max,5,2,2635.9781841053573,13171.330025346708,true
motivation_c,min_max,7,2,2478.7520852199314,12987.201031038663,true
motivation_c,min_max,8,2,2164.8523909849923,12615.91592697655,true
motivation_c,min_max,10,2,2027.3654964014818,12323.69014645975,true
motivation_c,min_max,0,2,870.9973160524553,10548.01267166504,false
motivation_c,min_max,9,2,1889.8811132359442,12031.449482159533,true
motivation_c,min_max,3,2,2027.3654964014818,12323.69014645975,true
motivation_c,equality_min,4,2,3592.6000001667385,219.99999765858576,true
motivation_c,equality_min,1,2,2449.500000229153,149.9999982879846,true
motivation_c,equality_min,2,2,2939.3999995865142,179.99999863449924,true
motivation_c,equality_min,6,2,3919.2000002964737,240.0000221878414,true
motivation_c,equality_min,11,2,3592.6000001667385,219.99999765858576,true
motivation_c,equality_min,5,2,3919.2000002964737,240.0000221878414,true
motivation_c,equality_min,7,2,3755.8999993814023,229.99999834516163,true
motivation_c,equality_min,8,2,3429.3000002777717,210.00001958080912,true
motivation_c,equality_min,10,2,3265.999999500706,199.9999985223982,true
motivation_c,equality_min,0,2,1959.6000002037267,119.99999861005753,true
motivation_c,equality_min,9,2,3102.699999543854,189.99999857814691,true
motivation_c,equality_min,3,2,3265.999999500706,199.9999985223982,true
motivation_c,proportional,4,2,2263.762197298425,15487.569554608786,true
motivation_c,proportional,1,2,1172.8845518228002,14265.64940323199,true
motivation_c,proportional,2,2,1627.2986280329362,14920.389142212489,true
motivation_c,proportional,6,2,2578.1914163908573,15809.101785371944,true
motivation_c,proportional,11,2,2263.762197298425,15487.569554608786,true
motivation_c,proportional,5,2,2578.1914163908573,15809.101785371944,true
motivation_c,proportional,7,2,2478.752085126817,15070.453383706674,true
motivation_c,proportional,8,2,2108.329308647325,15308.983757339896,true
motivation_c,proportional,10,2,1934.0262686588283,15319.004768708772,true
motivation_c,proportional,0,2,722.7787627675915,13567.794368969206,true
motivation_c,proportional,9,2,1780.6612289677082,15119.709142939351,true
motivation_c,proportional,3,2,1934.0262686588283,15319.004768708772,true
motivation_c,jain,4,2,3592.6000001667344,220.00029502961306,true
motivation_c,jain,1,2,2449.5000002117386,150.00020104015977,true
motivation_c,jain,2,2,2939.399999586512,180.00024193808946,true
motivation_c,jain,6,2,3919.20000029648,240.000346592583,true
motivation_c,jain,11,2,3592.6000001667344,220.00029502961306,true
motivation_c,jain,5,2,3919.20000029648,240.000346592583,true
motivation_c,jain,7,2,3755.899999381397,230.00030923308265,true
motivation_c,jain,8,2,3429.3000002777676,210.0003034349677,true
motivation_c,jain,10,2,3265.9999995007024,200.00026885972215,true
motivation_c,jain,0,2,1959.6000002176734,120.00016079847289,true
motivation_c,jain,9,2,3102.6999995438496,190.00025539854082,true
motivation_c,jain,3,2,3265.9999995007024,200.00026885972215,true
