case,fair_func,n_periods,total_demand_all_periods,total_pshed_lower,total_pshed_upper,pct_shed,bilevel_iters_completed,bilevel_iters_total,bilevel_last_status,bilevel_early_stop,max_delta_weights,max_delta_pshed,weights_converged
motivation_c,efficiency,12,41591.99999999999,21658.263694401627,21637.659421165496,52.073147947686174,20,20,LOCALLY_SOLVED,false,0.5000000947029051,8.835182191013548,false
motivation_c,min_max,12,41591.99999999999,26659.742657832547,26111.590060858987,64.09824643641218,20,20,LOCALLY_SOLVED,false,0.4999981004857137,10.002238628640765,true
motivation_c,equality_min,12,41591.99999999999,36274.005227421156,36274.005227421156,87.21389985434979,20,20,LOCALLY_SOLVED,false,1.1102230246251565e-16,8.18402043023525e-7,true
motivation_c,proportional,12,41591.99999999999,21658.30205497769,21602.665321725573,52.07324017834606,20,20,LOCALLY_SOLVED,false,0.49999993338593285,39.71182136121481,true
motivation_c,jain,12,41591.99999999999,36274.00137704453,36274.00137704451,87.21389059685644,20,20,LOCALLY_SOLVED,false,2.036149027162537e-13,7.438529792125337e-10,true
