switch_id,state,ps_fr,qs_fr
1,0.0,0.0,0.0
2,1.0,400.0,289.9982223968509
3,0.0,0.0,0.0
4,1.0,553.8881439373415,210.4553976830926
5,1.0,285.5654989211068,172.8559162021291
6,0.0,0.0,0.0
