load_id,proportional,efficiency,min_max,equality_min,jain
1,1.0099999899999998,1.0000646915379239,5.319036448286984,10.000500037485693,10.499972021703613
2,1.0099999899999998,1.0000603621529924,5.319029000271176,10.000500035626093,10.496665821791078
3,1.0099999899999998,10.100000100637514,5.042422942214191,0.9999999900004789,10.499994487826644
4,1.0099999899999998,0.999999996612274,5.425490435062654,10.000500037503127,1.0000130948514458
5,1.0099999899999998,1.000192411747022,5.319020616058108,10.000500037086864,1.0045523523910527
6,1.0099999899999998,0.99999999260814,5.835605585406356,7.9959468438405,10.280992726058596
7,1.0099999899999998,1.0001493792624372,5.319030004656155,10.000500037129994,1.0061802841301224
8,1.0099999899999998,1.0000097053040387,5.319030708640656,10.000500037153179,10.49941337946961
9,1.0099999899999998,1.0000198405721277,5.319113424481813,10.000500037499846,10.499913257511995
10,1.0099999899999998,1.000029165856213,5.319030548849063,10.000500036418973,10.498255430188923
11,1.0099999899999998,1.0000210396849298,5.319026855090442,9.714348495366423,10.498827130873359
12,1.0099999899999998,10.099997116247035,5.318928069078933,6.117013950235878,10.49999137548501
13,1.0099999899999998,10.100000100416752,5.042071581318786,8.373676554935752,8.91664302953532
14,1.0099999899999998,1.0003377820755506,5.319030251635274,10.000500023913023,10.478824418919812
15,1.0099999899999998,1.0000001451710934,5.331116035431565,10.000500037502999,9.60160776556221
