load_id,proportional,efficiency,min_max,equality_min,jain
1,1.0099999899999998,1.0000703146573366,5.319030285347372,8.994237160563634,10.499938269146758
2,1.0099999899999998,1.000253252571054,5.319030043581352,10.000500023635077,10.453090513413427
3,1.0099999899999998,1.0000000123012316,5.318401582839543,10.868722860289447,10.426756492164666
4,1.0099999899999998,10.100000100926186,5.3473710869402415,0.9999999900010742,1.0000222606215028
5,1.0099999899999998,1.0002358393566095,5.319030051751185,10.000500037051323,1.0111356121739117
6,1.0099999899999998,10.100000100846275,5.324023125107121,10.000500037502903,10.499999799594933
7,1.0099999899999998,1.000145098479246,5.319030046438242,10.000500037068422,1.053522948595813
8,1.0099999899999998,1.000002534816279,5.319030058176419,9.992639170209639,10.499631066977074
9,1.0099999899999998,1.0002315559684134,5.31903005738293,10.000500037491197,10.49972990947505
10,1.0099999899999998,1.0000075598361433,5.319030046841272,10.000500037211935,10.498898163243515
11,1.0099999899999998,1.0001402326817923,5.319030039315365,10.000500023502498,10.469659160297276
12,1.0099999899999998,10.100000100918557,5.346972774080509,0.9999999900002696,1.0000039743917923
13,1.0099999899999998,0.9999999903268584,5.262724796748217,8.856187768643665,9.024799174125691
14,1.0099999899999998,1.0001003699223445,5.319030051274731,10.0005000334581,10.485177992811103
15,1.0099999899999998,0.9999999934702729,5.316417775876997,10.238547293670134,9.729868550234608
