alpha,period,lambda,total_shed,max_shed
0.0,1,5.0,8.49557522123894,8.49557522123894
0.0,2,5.0,18.544733367000177,7.221238938053101
0.0,3,5.01,29.69334728151772,15.463258785942495
0.0,4,6.4,35.1259294862733,16.61946902654868
0.0,5,17.17,30.59600214877436,15.463258785942495
0.0,6,30.0,37.4792767932795,16.23003194888179
0.0,7,23.15,25.70115072521135,15.718849840255594
0.0,8,11.95,14.696485623003198,14.696485623003198
0.09090909090909091,1,5.0,8.49557522123894,8.49557522123894
0.09090909090909091,2,5.0,18.544733367000177,7.221238938053101
0.09090909090909091,3,5.01,29.69334728151772,15.463258785942495
0.09090909090909091,4,6.4,35.1259294862733,16.61946902654868
0.09090909090909091,5,17.17,30.59600214877436,15.463258785942495
0.09090909090909091,6,30.0,75.05653371318112,16.23003194888179
0.09090909090909091,7,23.15,68.89438866581477,15.718849840255594
0.09090909090909091,8,11.95,16.092587422344472,6.619808306709267
0.18181818181818182,1,5.0,8.49557522123894,8.49557522123894
0.18181818181818182,2,5.0,18.544731896968365,7.221238365629073
0.18181818181818182,3,5.01,29.69334728151772,15.463258785942495
0.18181818181818182,4,6.4,35.12592936494624,16.61946902654868
0.18181818181818182,5,17.17,30.59600214877436,15.463258785942495
0.18181818181818182,6,30.0,75.05653371318112,16.23003194888179
0.18181818181818182,7,23.15,68.89438866581477,15.718849840255594
0.18181818181818182,8,11.95,16.092587422344472,6.619808306709267
0.2727272727272727,1,5.0,8.49557522123894,8.49557522123894
0.2727272727272727,2,5.0,18.544733367000177,7.221238938053101
0.2727272727272727,3,5.01,29.69334728151772,15.463258785942495
0.2727272727272727,4,6.4,80.51255900645103,16.61946902654868
0.2727272727272727,5,17.17,30.59600214877436,15.463258785942495
0.2727272727272727,6,30.0,75.05653371318112,16.23003194888179
0.2727272727272727,7,23.15,68.89438866581477,15.718849840255594
0.2727272727272727,8,11.95,16.092587422344472,6.619808306709267
0.36363636363636365,1,5.0,8.49557522123894,8.49557522123894
0.36363636363636365,2,5.0,18.544733367000177,7.221238938053101
0.36363636363636365,3,5.01,29.69334728151772,15.463258785942495
0.36363636363636365,4,6.4,80.51255900645103,16.61946902654868
0.36363636363636365,5,17.17,77.83289437271193,15.463258785942495
0.36363636363636365,6,30.0,75.05653371318112,16.23003194888179
0.36363636363636365,7,23.15,68.89438866581477,15.718849840255594
0.36363636363636365,8,11.95,16.092587422344472,6.619808306709267
0.45454545454545453,1,5.0,8.49557522123894,8.49557522123894
0.45454545454545453,2,5.0,18.544733367000177,7.221238938053101
0.45454545454545453,3,5.01,29.69334728151772,15.463258785942495
0.45454545454545453,4,6.4,80.51255900645103,16.61946902654868
0.45454545454545453,5,17.17,77.83289437271193,15.463258785942495
0.45454545454545453,6,30.0,75.05653371318112,16.23003194888179
0.45454545454545453,7,23.15,68.89438866581477,15.718849840255594
0.45454545454545453,8,11.95,16.092587422344472,6.619808306709267
0.5454545454545454,1,5.0,8.49557522123894,8.49557522123894
0.5454545454545454,2,5.0,18.544733367000177,7.221238938053101
0.5454545454545454,3,5.01,75.30492002017746,15.463258785942495
0.5454545454545454,4,6.4,80.51255900645103,16.61946902654868
0.5454545454545454,5,17.17,77.83289437271193,15.463258785942495
0.5454545454545454,6,30.0,75.05653371318112,16.23003194888179
0.5454545454545454,7,23.15,68.89438866581477,15.718849840255594
0.5454545454545454,8,11.95,16.092587422344472,6.619808306709267
