alpha,agg_total_shed,cost_weighted_shed,cost_weighted_max,palma_cost_weighted,palma_ratio_uncosted
0.0,200.3325006462985,2929.0874647101205,1554.3390879018352,Inf,1.7457415398974558
0.09090909090909091,NaN,NaN,NaN,NaN,NaN
0.18181818181818182,299.1838885726166,4986.925495162827,1448.4439593994746,1.4873271154714238,6.262560416809496
0.2727272727272727,299.1838885726166,4986.925495162827,1448.4439593994746,1.4873271154714238,6.262560416809496
0.36363636363636365,299.1838885726166,4986.925495162827,1448.4439593994746,1.4873271154714238,6.262560416809496
0.45454545454545453,351.68590162074264,5431.33594716302,1500.8886086686123,1.3662882608872975,13.645481159792599
0.5454545454545454,351.6859016653548,5431.335947386523,1500.888607392429,1.366288259388034,13.645481336326863
0.6363636363636364,396.27708927641993,5654.49714250725,1510.09384489242,1.313416641838176,Inf
0.7272727272727273,495.4962924941003,6937.836285627394,1513.0393621532846,1.1547379665664095,Inf
0.8181818181818182,482.5936376662529,6457.164604408916,1513.0393621532983,1.1547379663630282,Inf
0.9090909090909091,482.5936376662529,6457.164604408916,1513.0393621532983,1.1547379663630282,Inf
1.0,482.5936376662529,6457.164604408916,1513.0393621532983,1.1547379663630282,Inf
