bus_id,vm_avg,z_voltage
1,1.03,0.9999999836452654
2,1.0300000116375099,0.9777425516224555
3,1.0352491142743847,0.983933528363136
4,1.0288051053073064,0.9788284230091925
5,1.0352411403078443,0.9999999922593521
6,1.05000000524807,1.000000004815063
7,1.0298167282911541,0.9999999837415223
8,1.0399176144991387,0.9896046966088707
9,1.0399176151440337,0.9895707118736152
10,1.0399176230946638,0.9895707175490347
11,1.029998458622888,0.9777407807771447
12,1.0299999919748595,0.9777904442210453
13,1.0391426660562997,1.0000000033498457
14,1.0399176158519439,0.989579936277124
15,1.029999994650126,0.9777425346933452
16,1.0399176204429361,0.9895707150821514
17,1.0298167282911355,0.9775908834919661
18,1.0399176151440246,0.9895707093237698
