bus_id,vm_avg,z_voltage
1,0.8797746699334824,0.7679619972011653
2,0.8797746798614293,0.7679620139465149
3,0.8832946632050628,0.7777256639829853
4,0.8790227206715256,0.7676595864591039
5,0.8832894335306672,0.77771982562286
6,0.9199080279931303,0.828187120367822
7,0.8841430954012082,0.7749183262804321
8,0.8892758958477355,0.7836522507286843
9,0.889275905621735,0.7836522674781861
10,0.8892758983682215,0.7836522573083898
11,0.8797816560202874,0.7679734366852377
12,0.8826526290562479,0.7773272385192488
13,0.8885559715687076,0.7821643204671846
14,0.8841512317043668,0.7749312587687606
15,0.8826526290562478,0.7773272385192265
16,0.8892759056217345,0.7836522671229328
17,0.8892759056217345,0.7836522671172595
