case,fair_func,total_demand,final_pshed,final_pd_served,pct_shed,pct_served,relaxed_pshed_final,objective
motivation_a,efficiency,3466.0,693.1999723997823,2772.8000276002176,19.999999203686734,80.00000079631326,693.1990286639193,4307.312325891543
motivation_a,proportional,3466.0,693.1999723588293,2772.8000276411703,19.999999202505172,80.00000079749482,693.1968485203779,2800.528000189582
motivation_a,min_max,3466.0,693.1999723588297,2772.8000276411703,19.999999202505183,80.00000079749482,693.1976507215077,11134.58829322267
motivation_a,equality_min,3466.0,738.4682144585117,2727.5317855414883,21.306065044965717,78.69393495503428,693.1991551614042,23739.288856169034
motivation_a,jain,3466.0,693.1999725155174,2772.8000274844826,19.999999207025894,80.0000007929741,693.1991847343502,11865.129524419184
motivation_b,efficiency,3466.0,693.1999723997772,2772.800027600222,19.99999920368659,80.0000007963134,693.198992225829,4303.676333385901
motivation_b,proportional,3466.0,693.1999723588294,2772.8000276411703,19.99999920250518,80.00000079749482,693.1964843553435,2800.5280001895812
motivation_b,min_max,3466.0,693.1999723588295,2772.8000276411703,19.99999920250518,80.00000079749482,693.1973643434994,11137.355167238075
motivation_b,equality_min,3466.0,738.5517038448264,2727.448296155174,21.308473855880738,78.69152614411928,693.1990513088531,23735.671030270827
motivation_b,jain,3466.0,693.199972513503,2772.8000274864967,19.99999920696777,80.00000079303223,693.1990827505879,11774.618329805184
