bus_id,vm_avg,z_voltage
1,1.0004858188444203,0.9435023798496032
2,1.0004858229132854,0.9435023850224725
3,1.0089490550341396,0.9581620460944661
4,1.0000963255199575,0.9436715912889263
5,1.0089442119061858,0.9581588627104172
6,1.018253352314976,0.9641231926210926
7,1.004984744914844,0.9491302868477738
8,1.0103191817728627,0.9557503497943503
9,1.0103191916672392,0.9557503643685068
10,1.0103191868404882,0.9557503572004429
11,1.0004924898213032,0.9435108117680066
12,1.0089442159958824,0.9581588682971437
13,1.0096013329904485,0.9549419016601547
14,1.004993063638497,0.9491401075422612
15,1.0103191916672325,0.9557503620527561
16,1.0103191916672305,0.9557503619862375
