bus_id,vm_avg,z_voltage
1,1.03,1.0
2,1.0300000115736425,1.0
3,1.0309949255352373,1.0
4,1.0301743408348605,1.0
5,1.0309949255352373,1.0
6,1.0400466690876289,1.0
7,1.0303284810147486,1.0
8,1.0303284831161665,1.0
9,1.0322739479398366,1.0
10,1.0322739479398366,1.0
11,1.0301743314311804,1.0
12,1.0309952007869496,1.0
13,1.0300000035344083,1.0
14,1.0303284810147486,1.0
15,1.0309952007869496,1.0
16,1.0322739479398366,1.0
17,1.0303284810147486,1.0
18,1.0300000035344083,1.0
19,1.0303284831161665,1.0
20,1.0309949255352373,1.0
