bus_id,vm_avg,z_voltage
1,1.03,1.0
2,1.0300000115736425,1.0
3,1.0313273332391384,1.0
4,1.0294370558333028,1.0
5,1.0313273332391384,1.0
6,1.0416172504257646,1.0
7,1.0300147022165842,1.0
8,1.032203162391039,1.0
9,1.032203162391039,1.0
10,1.032203162391039,1.0
11,1.0299308029921117,1.0
12,1.0313276086043195,1.0
13,1.0300000035344083,1.0
14,1.032203163256387,1.0
15,1.0313276086043195,1.0
16,1.032203162391039,1.0
17,1.0300147022165842,1.0
18,1.0300000035344083,1.0
19,1.032203162391039,1.0
20,1.0313273332391384,1.0
