Iteration,Lower_Level_Load_Shed,Upper_Level_Load_Shed
1,346.5999688920416,346.5941105288178
2,358.04858252029817,345.68494604176215
3,455.12277672737645,449.4239770829726
4,455.1233457403638,455.1158010547935
5,1819.6206244918462,1819.708576065809
6,455.96796451774,455.92506597782784
7,458.1383773729464,458.15997042154703
8,456.50116244969973,456.7609039294846
9,455.297692390247,455.34662100986867
10,455.2697272667178,455.08062579821376
