iteration,status,pshed_lower,pshed_upper,max_delta_w,mean_delta_w,w_min,w_max,jac_max,jac_nnz,n_pshed_zero,n_pshed_total
1,LOCALLY_SOLVED,49011.79451985637,49520.92916565391,0.0,0.0,4.50000000703433,5.5000000302353085,30.003560456750165,2025,0,135
2,LOCALLY_SOLVED,49521.049276740225,50030.18408147269,0.0,0.0,4.000000019319763,6.000000066002321,30.003560168166686,2025,0,135
3,LOCALLY_SOLVED,50030.290032692355,50539.425153154836,0.0,0.0,3.500000036901995,6.500000107265862,30.00356036583934,2025,0,135
4,LOCALLY_SOLVED,50539.53777725328,51048.67302969265,0.0,0.0,3.0000000598283774,7.000000153992626,30.00356074729178,2025,0,135
5,LOCALLY_SOLVED,51048.785495234915,51557.92087067093,0.0,0.0,2.5000000881479214,7.500000206151026,30.003560796515124,2025,0,135
