iteration,status,pshed_lower,pshed_upper,max_delta_w,mean_delta_w,w_min,w_max,jac_max,jac_nnz,n_pshed_zero,n_pshed_total
1,LOCALLY_SOLVED,49011.79451985637,48232.55803535801,0.0,0.0,5.499997873643716,5.500000054996604,30.003560456750165,2025,0,135
2,LOCALLY_SOLVED,48232.54689453908,47453.31154604575,0.0,0.0,5.999995748306399,6.000000114993208,30.00355753019986,2025,0,135
3,LOCALLY_SOLVED,47453.300779234516,46674.066449270285,0.0,0.0,6.499987871916352,6.500000179983846,30.003560255962896,2025,0,135
4,LOCALLY_SOLVED,46674.09972731795,45894.86491028579,0.0,0.0,6.999986386549067,7.0000002499804514,30.003559176695187,2025,0,135
5,LOCALLY_SOLVED,45894.80715639111,45115.57181777107,0.0,0.0,7.499984898582054,7.500000324977058,30.00356559025229,2025,0,135
