load_id,proportional,efficiency,min_max,equality_min,jain
1,1.0099999899999998,1.000414978727875,5.315042448393278,1.0019537021211573,4.016896174451438
2,1.0099999899999998,1.0003561397024365,5.31686586439158,9.997675557848229,4.19401629230313
3,1.0099999899999998,1.0001719702589142,5.282004897667173,5.679121910043241,4.124756257043186
4,1.0099999899999998,1.00036662273171,5.316810059826977,1.0016734301691044,4.0167123000158425
5,1.0099999899999998,1.000306383953404,5.3330388805877815,1.8888775271010758,4.545832126204609
6,1.0099999899999998,1.0003155874692113,5.480821215354204,5.895687966238198,4.021324091449979
7,1.0099999899999998,1.001029522966407,5.260304171458068,9.957667935820812,4.033878055779319
8,1.0099999899999998,1.0004185112018296,5.30463773587942,1.023561956388859,4.001034571584933
9,1.0099999899999998,1.0004891859099834,5.32066564318725,1.0264758716494993,4.008036150140878
10,1.0099999899999998,1.0002994103930245,5.311055528230146,9.987258867799833,4.152456327923834
11,1.0099999899999998,1.0004196154139413,5.3167996917507026,9.997260902603657,4.192499384425442
12,1.0099999899999998,1.0005074305112454,5.3195646936939855,1.0263397610601133,4.007705311825886
13,1.0099999899999998,1.0008374453848454,5.318793829298069,1.0237088268772894,4.01112086561409
14,1.0099999899999998,1.0004947458850548,5.321515173605907,1.42546866889867,4.268428716451576
15,1.0099999899999998,1.0004116722453116,5.260392520099751,1.0202559800471631,3.993075135259506
