load_id,proportional,efficiency,min_max,equality_min,jain
1,1.0099999899999998,1.0001505000647841,5.319029921631798,10.000500037348996,1.0030873413415724
2,1.0099999899999998,1.0002117361678005,5.319028420794464,0.9999999902050545,1.0014313267620711
3,1.0099999899999998,1.0000000114933572,5.731023232444611,7.76113592512977,10.341901294529892
4,1.0099999899999998,1.0000001694344498,5.189302250198052,0.9999999900067353,1.0000466306758622
5,1.0099999899999998,1.000196743845779,5.319019860117574,0.9999999935736833,1.0146675579418112
6,1.0099999899999998,1.0000974126501225,5.31902971368294,10.000500037500334,10.499969913646996
7,1.0099999899999998,10.10000005220759,5.138916065577104,10.000500037502963,10.499999261884499
8,1.0099999899999998,10.100000092394412,5.307593162130976,0.9999999900438226,1.0000060607207013
9,1.0099999899999998,1.000013493046616,5.319027633052749,8.164054812954687,10.499997914820934
10,1.0099999899999998,10.100000093656018,5.373380048076559,0.9999999900018632,1.0000089528441454
11,1.0099999899999998,1.0001199106495935,5.319025215883822,0.9999999900673939,1.0004518920962582
12,1.0099999899999998,10.10000007672851,5.201407782429534,0.9999999900035438,3.0112519694898525
13,1.0099999899999998,1.0001404358679034,5.319029912459504,10.000500037489768,10.499647148825405
14,1.0099999899999998,1.0002661674436215,5.319030050598339,10.000500028054713,10.500000099422802
15,1.0099999899999998,1.0001125678706493,5.319029592437899,10.000500037502064,10.49998423857931
