case,fair_func,total_demand,final_pshed,final_pd_served,pct_shed,pct_served,relaxed_pshed_final,objective
motivation_a,proportional,3466.0,1732.99998275683,1733.0000172431703,49.99999950250519,50.00000049749481,1732.9953144004257,1750.3300000856018
motivation_a,efficiency,3466.0,1732.9999827568472,1733.0000172431528,49.99999950250569,50.00000049749431,1732.9991045998408,1733.7779523833874
motivation_a,min_max,3466.0,1732.9999827568345,1733.0000172431655,49.99999950250532,50.00000049749468,1732.9992170385376,9238.94166953046
motivation_a,equality_min,3466.0,1732.9999830140273,1733.0000169859727,49.99999950992577,50.00000049007423,1732.997270266349,7452.502718225909
motivation_a,jain,3466.0,1732.9999827591046,1733.0000172408952,49.999999502570816,50.00000049742918,1732.9983141530977,7126.940206750225
motivation_b,proportional,3466.0,1732.9999827568295,1733.00001724317,49.999999502505176,50.00000049749481,1732.9947421515599,1750.3300000856018
motivation_b,efficiency,3466.0,1732.9999827573147,1733.0000172426853,49.999999502519174,50.000000497480826,1732.9989965794653,1733.5974758002462
motivation_b,min_max,3466.0,1732.999982765593,1733.0000172344073,49.999999502758016,50.00000049724199,1732.9971820637584,9260.746151798336
motivation_b,equality_min,3466.0,2290.003993813968,1175.9960061860327,66.07051338182251,33.92948661817751,1732.999652585364,11014.074850534535
motivation_b,jain,3466.0,1732.9999827557149,1733.0000172442851,49.99999950247302,50.000000497526976,1732.9942746215893,5843.159143771206
motivation_c,proportional,3466.0,1758.321891642748,1707.6781083572519,50.73057967809429,49.26942032190571,1751.2566016816834,1724.754872364043
motivation_c,efficiency,3466.0,1811.4300859956352,1654.569914004365,52.2628414886219,47.737158511378105,1750.4808289805915,7505.971760271517
motivation_c,min_max,3466.0,1760.044854722593,1705.955145277407,50.78029009586247,49.21970990413753,1750.5609310725279,9367.7695330559
motivation_c,equality_min,3466.0,2077.9821075858063,1388.0178924141937,59.95332104979245,40.04667895020756,1750.9620683439935,10001.108132263787
motivation_c,jain,3466.0,1760.2936318601623,1705.7063681398377,50.78746773976233,49.212532260237666,1752.5101375965855,12218.857362290673
