load_id,proportional,efficiency,min_max,equality_min,jain
1,1.0099999899999998,1.0003355231975621,5.314003432354049,1.005111323994178,3.529993935511412
2,1.0099999899999998,1.0002520746540464,5.299462361322532,10.00010592914508,3.305472051082042
3,1.0099999899999998,1.0001622560398105,5.229894077608471,9.419522683785322,3.335561688726726
4,1.0099999899999998,1.0002178927282588,5.322848232811914,1.0051649819063937,3.529984590333703
5,1.0099999899999998,1.0002966202814287,5.336752543885712,1.006024244327085,3.530251352332249
6,1.0099999899999998,1.0002856354048122,5.690767386595241,9.998450372775853,3.298578090208811
7,1.0099999899999998,1.0005998602360004,5.193797387199997,9.999919910874564,3.305022060675088
8,1.0099999899999998,1.0004078772322849,5.284299609431713,9.995662612810557,3.2930640878507376
9,1.0099999899999998,1.0005222455685285,5.321733862606342,9.9956434027504,3.293029387860246
10,1.0099999899999998,1.0004190078432178,5.304716002670435,10.000160265112726,3.3054501197974617
11,1.0099999899999998,1.0003578119598422,5.307710842936665,10.000153788168502,3.3054939609124356
12,1.0099999899999998,1.0004315283916143,5.314423039855696,9.995583019107446,3.292990831969802
13,1.0099999899999998,1.000475817280053,5.3223160397450995,8.383070531623606,3.3554672979158044
14,1.0099999899999998,1.0020052208127952,5.319890293384257,1.0238268917950433,3.534558722163276
15,1.0099999899999998,1.0003323033496339,5.184485606903715,9.995365504215957,3.292875197201111
