case,fair_func,total_demand,final_pshed,final_pd_served,pct_shed,pct_served,relaxed_pshed_final,objective,bilevel_iters_completed,bilevel_iters_total,bilevel_last_status,bilevel_early_stop,max_delta_weights,max_delta_pshed,weights_converged
motivation_c,efficiency,3466.0,2104.25951705096,1361.7404829490401,60.711469043593766,39.288530956406234,1666.3026845029058,27555.664553837887,20,20,LOCALLY_SOLVED,false,0.5000000949577306,247.05290554993428,false
motivation_c,palma,3466.0,2227.118809407585,1238.8811905924151,64.25616876536598,35.74383123463402,2481.420515267802,23530.179956728756,20,20,OPTIMAL,false,0.5,29.365421107753377,true
motivation_c,min_max,3466.0,2104.5655201083155,1361.4344798916843,60.72029775269231,39.27970224730768,2073.5507930430076,18361.34039787544,20,20,LOCALLY_SOLVED,false,1.5000012508324503,93.69647933712069,false
motivation_c,equality_min,3466.0,2731.861351343726,734.1386486562742,78.8188502984341,21.1811497015659,2862.833774593819,18498.669824929508,20,20,LOCALLY_SOLVED,false,4.931655581685845e-7,1.2046615438521258e-6,true
motivation_c,proportional,3466.0,2104.259882826377,1361.7401171736228,60.711479596837194,39.288520403162806,1601.508250453265,27939.53895205951,20,20,LOCALLY_SOLVED,false,0.5000000911085714,180.50991623426262,false
