bus_id,vm_avg,z_voltage
1,1.019160615027257,1.0
2,1.0191606261012545,1.0
3,1.0199428357232163,1.0
4,1.0172321405285116,1.0
5,1.0199428357232163,1.0
6,1.03,1.0
7,1.0182484731814863,1.0
8,1.020854862291956,1.0
9,1.020854862291956,1.0
10,1.020854862291956,1.0
11,1.0184924832335835,1.0
12,1.0199431213399237,1.0
13,1.019160615027257,1.0
14,1.0201282987574867,1.0
15,1.0199431213399237,1.0
16,1.020854862291956,1.0
17,1.0182484731814863,1.0
18,1.019160615027257,1.0
19,1.020854862291956,1.0
20,1.0199428357232163,1.0
