Iteration,Total_Load_Shed,Lower_Level_Load_Shed,Upper_Level_Load_Shed
1,1446.9399771019932,1446.9399771019932,1445.8139985730575
2,1446.9399771019932,1446.9399771019932,1445.8139985730575
3,1446.9399771019932,1446.9399771019932,1445.8139985730575
4,1446.9399771019932,1446.9399771019932,1445.8139985730575
5,1446.9399771019932,1446.9399771019932,1445.8139985730575
