FairnessFunction,MinMax,Proportional,Jain,Palma,Gini
proportional,415.6154078015125,NaN,0.3693270623357828,-2.172683722695014e8,0.6511778207462007
efficiency,415.6154078015125,NaN,0.3693270623357828,-2.172683722695014e8,0.6511778207462007
min_max,415.6154078015125,NaN,0.3693270623357828,-2.172683722695014e8,0.6511778207462007
jain,415.6154078015125,NaN,0.3693270623357828,-2.172683722695014e8,0.6511778207462007
equality_min,415.6154078015125,NaN,0.3693270623357828,-2.172683722695014e8,0.6511778207462007
