alpha,agg_total_shed,cost_weighted_shed,cost_weighted_max,palma_cost_weighted,palma_ratio_uncosted
0.0,352.51447746012747,4656.336099114923,1324.3346058667921,2.064624620959161,2.0553496139300043
0.09090909090909091,384.02813396884244,5120.97850755525,1790.3529936297316,1.1266437010287154,1.3262236795368347
0.18181818181818182,421.8972258572898,5673.462467373856,1967.1450372296974,0.9777330053469003,1.0874419723621045
0.2727272727272727,446.7300124010544,5797.167044701034,2103.238159540917,0.9344498177389226,0.9842853689665583
0.36363636363636365,453.58895591347743,5968.1219124188865,2071.5246372426172,0.9260292628067517,0.9746632850933982
0.45454545454545453,1679.9999939550914,19752.903206569314,4259.713947807402,Inf,Inf
0.5454545454545454,1679.9999931919608,19752.903068764932,4259.713927805646,Inf,Inf
0.6363636363636364,1679.9999931919608,19752.903068764932,4259.713927805646,Inf,Inf
0.7272727272727273,1679.9999931919608,19752.903068764932,4259.713927805646,Inf,Inf
0.8181818181818182,1679.9999931919608,19752.903068764932,4259.713927805646,Inf,Inf
0.9090909090909091,1679.9999859094398,19752.903103773315,4259.713937305362,Inf,Inf
1.0,1679.999996849186,19752.90321241406,4259.713947807402,Inf,Inf
