Iteration,Total_Load_Shed,Lower_Level_Load_Shed,Upper_Level_Load_Shed
1,1374.7761350633562,1374.7761350633562,1353.6129360342832
2,1374.7761350633562,1374.7761350633562,1353.6129360342832
3,1374.7761350633562,1374.7761350633562,1353.6129360342832
4,1374.7761350633562,1374.7761350633562,1353.6129360342832
5,1374.7761350633562,1374.7761350633562,1353.6129360342832
