load_id,efficiency,proportional,equality_min,min_max,jain,palma
1,10.000000099936107,1.0099999899999998,1.5000000050143787,2.121296994094289,1.0000003485622517,10.0
2,10.000000099572926,1.0099999899999998,10.00000009999891,2.121241170704389,1.000011341465506,10.0
3,10.00000009997494,1.0099999899999998,13.922738724784216,4.464014941569222,10.000000089160162,10.0
4,10.000000099940522,1.0099999899999998,13.696718399142233,2.121314149089031,1.0000015097097357,10.0
5,10.00000009992483,1.0099999899999998,7.419235993690946,2.1213221703794867,1.000000401569454,10.0
6,10.000000099962413,1.0099999899999998,7.833185473136144,2.1213577135080923,1.000000277218316,10.0
7,10.000000099924831,1.0099999899999998,12.070200459951472,2.121302417903938,1.0000004632248827,10.0
8,3.000000660359558,1.0099999899999998,10.000000100002449,2.1213041832482973,9.999734038737344,10.0
9,10.000000099914796,1.0099999899999998,1.500000005062777,2.121280378697024,1.0000004682096566,10.0
10,3.00000175368597,1.0099999899999998,9.65357595531159,2.1212720409521917,9.99928022887008,10.0
11,10.000000099914796,1.0099999899999998,12.280743851052396,2.1212803739018606,1.000000468212278,10.0
12,10.00000009990004,1.0099999899999998,13.801351632807577,2.121280332489834,1.0000026130525144,10.0
13,3.0000001804356464,1.0099999899999998,8.49352541906218,2.121391236008316,9.999937870072822,10.0
14,3.000037928630108,1.0099999899999998,1.5000000050370066,2.1212399654925553,9.98649117163221,10.0
15,10.00000009992483,1.0099999899999998,8.91835847302982,2.121298211065544,1.000000462804624,10.0
