bus_id,vm_avg,z_voltage
1,1.0200403758130903,1.0
2,1.0200403869010979,1.0
3,1.0215370526824967,1.0
4,1.0202304066751595,1.0
5,1.0215370526824967,1.0
6,1.03,1.0
7,1.0203988527674266,1.0
8,1.0203977018756953,1.0
9,1.022444447741209,1.0
10,1.022444447741209,1.0
11,1.0202303970421083,1.0
12,1.0215373317815917,1.0
13,1.0200403758130903,1.0
14,1.0203988527674266,1.0
15,1.0215373317815917,1.0
16,1.022444447741209,1.0
17,1.0203988527674266,1.0
18,1.0200403758130903,1.0
19,1.0203977018756953,1.0
20,1.0215370526824967,1.0
