bus_id,vm_avg,z_voltage
1,1.0160734380590366,1.0
2,1.0160734490912302,1.0
3,1.0172902448459118,1.0
4,1.0162256946980899,1.0
5,1.0172902448459118,1.0
6,1.03,1.0
7,1.0164094208254548,1.0
8,1.0184821364208594,1.0
9,1.0184821364208594,1.0
10,1.0184821364208594,1.0
11,1.016248350476632,1.0
12,1.0168697725934903,1.0
13,1.0160734380590366,1.0
14,1.0177521055020258,1.0
15,1.0168697725934903,1.0
16,1.0184821364208594,1.0
17,1.0164094208254548,1.0
18,1.0160734380590366,1.0
19,1.0184821364208594,1.0
20,1.0172902448459118,1.0
