switch_id,state,ps_fr,qs_fr
1,0.0,0.0,0.0
2,1.0,434.5042732434863,225.9222803170565
3,0.0,0.0,0.0
4,1.0,439.32081257774973,254.87852954844465
5,1.0,279.6342331621995,168.49471914015683
6,1.0,34.504273243800014,-64.07598802756627
