BlockID,GenCap,EfficientRelaxed,EfficientInteger,EqualityMinRelaxed,EqualityMinInteger,PropFairRelaxed,PropFairInteger,BlockSwitches
1,0.5,0.9352449043914411,1.0,0.9999999823372726,0.0,0.9994144950724954,1.0,Set([1])
2,0.5,0.9084961956699291,1.0,0.9999999917575211,0.0,0.9999999082973948,1.0,Set([2])
3,0.5,0.9496179436816854,1.0,0.9999999917544916,-0.0,0.99999994157956,1.0,"Set([2, 1])"
