case,fair_func,period,load_id,weight
motivation_c,palma,0,5,3.4498634695306025
motivation_c,palma,0,12,7.5
motivation_c,palma,0,8,2.5
motivation_c,palma,0,1,2.5
motivation_c,palma,0,6,2.5
motivation_c,palma,0,11,2.5
motivation_c,palma,0,9,2.5
motivation_c,palma,0,14,2.5
motivation_c,palma,0,3,7.5
motivation_c,palma,0,7,2.5000016790865605
motivation_c,palma,0,4,7.4999794236217285
motivation_c,palma,0,13,2.5
motivation_c,palma,0,15,2.500002853105812
motivation_c,palma,0,2,7.5
motivation_c,palma,0,10,2.5
motivation_c,palma,1,5,3.4925569854138083
motivation_c,palma,1,12,7.5
motivation_c,palma,1,8,2.5
motivation_c,palma,1,1,2.5
motivation_c,palma,1,6,2.5
motivation_c,palma,1,11,2.5
motivation_c,palma,1,9,2.5
motivation_c,palma,1,14,2.5
motivation_c,palma,1,3,7.5
motivation_c,palma,1,7,2.5000381758624988
motivation_c,palma,1,4,7.499983791996931
motivation_c,palma,1,13,3.2800525574315333
motivation_c,palma,1,15,2.5
motivation_c,palma,1,2,7.5
motivation_c,palma,1,10,2.5
motivation_c,palma,2,5,3.621174244881192
motivation_c,palma,2,12,7.5
motivation_c,palma,2,8,2.5
motivation_c,palma,2,1,2.5
motivation_c,palma,2,6,2.5003588779224675
motivation_c,palma,2,11,2.5
motivation_c,palma,2,9,2.5
motivation_c,palma,2,14,2.5
motivation_c,palma,2,3,7.5
motivation_c,palma,2,7,2.5000481329259463
motivation_c,palma,2,4,7.499920862020833
motivation_c,palma,2,13,2.6694434416488555
motivation_c,palma,2,15,2.5
motivation_c,palma,2,2,7.5
motivation_c,palma,2,10,2.5
motivation_c,palma,3,5,3.6458469382489604
motivation_c,palma,3,12,7.5
motivation_c,palma,3,8,2.5
motivation_c,palma,3,1,2.5
motivation_c,palma,3,6,2.5
motivation_c,palma,3,11,2.5
motivation_c,palma,3,9,2.5
motivation_c,palma,3,14,2.5
motivation_c,palma,3,3,7.5
motivation_c,palma,3,7,2.5
motivation_c,palma,3,4,7.5
motivation_c,palma,3,13,3.470333952207067
motivation_c,palma,3,15,2.5
motivation_c,palma,3,2,7.5
motivation_c,palma,3,10,2.5
motivation_c,palma,4,5,2.501088783554172
motivation_c,palma,4,12,7.499999749971732
motivation_c,palma,4,8,2.5
motivation_c,palma,4,1,2.5
motivation_c,palma,4,6,2.500441539991474
motivation_c,palma,4,11,2.5000002398562
motivation_c,palma,4,9,2.5000002357821147
motivation_c,palma,4,14,2.5
motivation_c,palma,4,3,7.5
motivation_c,palma,4,7,2.500246906274257
motivation_c,palma,4,4,7.5
motivation_c,palma,4,13,2.500399758208471
motivation_c,palma,4,15,2.5004233390093478
motivation_c,palma,4,2,7.5
motivation_c,palma,4,10,2.4999998694746837
motivation_c,palma,5,5,3.551568346266835
motivation_c,palma,5,12,7.5
motivation_c,palma,5,8,2.5
motivation_c,palma,5,1,2.5
motivation_c,palma,5,6,2.5
motivation_c,palma,5,11,2.5
motivation_c,palma,5,9,2.5
motivation_c,palma,5,14,2.5
motivation_c,palma,5,3,7.5
motivation_c,palma,5,7,2.500039389198733
motivation_c,palma,5,4,7.5
motivation_c,palma,5,13,2.8585015705883126
motivation_c,palma,5,15,2.5
motivation_c,palma,5,2,7.5
motivation_c,palma,5,10,2.5
