Iteration,Total_Load_Shed,Lower_Level_Load_Shed,Upper_Level_Load_Shed
1,1504.5273780230757,1504.5273780230757,1470.3616975807695
2,1504.5273780230757,1504.5273780230757,1470.3616975807695
3,1504.5273780230757,1504.5273780230757,1470.3616975807695
4,1504.5273780230757,1504.5273780230757,1470.3616975807695
5,1504.5273780230757,1504.5273780230757,1470.3616975807695
