Iteration,Total_Load_Shed,Lower_Level_Load_Shed,Upper_Level_Load_Shed
1,2549.000014383801,2549.000014383801,2773.7483953968813
2,2549.000014383801,2549.000014383801,2773.7483953968813
3,2549.000014383801,2549.000014383801,2773.7483953968813
4,2549.000014383801,2549.000014383801,2773.7483953968813
5,2549.000014383801,2549.000014383801,2773.7483953968813
