alpha,period,lambda,total_shed,max_shed
0.0,1,5.0,3.8361037800166002,1.1463877458087177
0.0,2,5.0,12.488675822004575,7.571959949887134
0.0,3,5.01,19.304920094251795,3.6716679737209583
0.0,4,6.4,24.512559093452353,6.318507926381457
0.0,5,17.17,21.83289461160751,7.233110943883682
0.0,6,30.0,21.49177318557717,4.150964424582601
0.0,7,23.15,14.814012147560476,3.685808634517109
0.0,8,11.95,7.611147479654992,2.6717989168646046
0.09090909090909091,1,5.0,3.836157940584859,1.1464830170351128
0.09090909090909091,2,5.0,12.488708653564402,7.571839542255602
0.09090909090909091,3,5.01,19.30493000667067,4.036554229034903
0.09090909090909091,4,6.4,24.512567977260353,6.164896505076683
0.09090909090909091,5,17.17,22.254450483859912,8.3174890863376
0.09090909090909091,6,30.0,22.795149648182083,3.978096064040753
0.09090909090909091,7,23.15,14.814140701267219,3.685682971597134
0.09090909090909091,8,11.95,7.611207306936326,2.671659180809969
0.18181818181818182,1,5.0,3.8361354599009725,1.1464323701012464
0.18181818181818182,2,5.0,12.689707951521529,2.601997934266948
0.18181818181818182,3,5.01,19.30492347659956,4.036843682509568
0.18181818181818182,4,6.4,24.5125674450583,7.214938472542091
0.18181818181818182,5,17.17,22.64171386470158,12.178475408412899
0.18181818181818182,6,30.0,23.71443871262836,4.0162874162292335
0.18181818181818182,7,23.15,15.165130336367033,3.6857996165965767
0.18181818181818182,8,11.95,7.611160447790343,2.6717722880975177
0.2727272727272727,1,5.0,3.8361050590371923,1.1463870796073998
0.2727272727272727,2,5.0,12.689637784019677,2.6015648601245474
0.2727272727272727,3,5.01,19.304920433101856,4.036734666319858
0.2727272727272727,4,6.4,24.512559757179954,6.164249120920171
0.2727272727272727,5,17.17,23.48776571570054,13.487570609978734
0.2727272727272727,6,30.0,24.09809238636838,4.285958100091591
0.2727272727272727,7,23.15,15.31650614377065,3.6857842970632557
0.2727272727272727,8,11.95,7.611149479025499,2.6717942923642517
0.36363636363636365,1,5.0,3.836106176571667,1.1463858740963613
0.36363636363636365,2,5.0,12.689713987575818,2.602081943837894
0.36363636363636365,3,5.01,19.30492136111359,4.036811770898036
0.36363636363636365,4,6.4,24.51256063487191,6.706227161428388
0.36363636363636365,5,17.17,24.73364106372876,14.481205573490216
0.36363636363636365,6,30.0,23.093507411092453,4.316412865613295
0.36363636363636365,7,23.15,17.26182359179916,4.271757559471332
0.36363636363636365,8,11.95,8.61559360478346,2.6717848347647877
0.45454545454545453,1,5.0,3.836097563461391,1.1463858740367947
0.45454545454545453,2,5.0,12.689713987575015,2.60208194383788
0.45454545454545453,3,5.01,19.30492995696421,4.036811770893019
0.45454545454545453,4,6.4,24.512560634871797,6.70622716142836
0.45454545454545453,5,17.17,24.733641063729266,14.481205573490804
0.45454545454545453,6,30.0,23.093507411093483,4.31641286561376
0.45454545454545453,7,23.15,17.261823591812128,4.2717575594713315
0.45454545454545453,8,11.95,8.61559360478239,2.6717848347642894
0.5454545454545454,1,5.0,4.092565141310461,1.3568204505819477
0.5454545454545454,2,5.0,12.689799518037423,2.60207262709123
0.5454545454545454,3,5.01,19.304947138462055,4.036791420623111
0.5454545454545454,4,6.4,26.78227265095003,14.57697750689255
0.5454545454545454,5,17.17,24.997517702419742,7.264177802848957
0.5454545454545454,6,30.0,23.481052719437574,4.685106253183611
0.5454545454545454,7,23.15,16.647773597319528,3.4239993586072877
0.5454545454545454,8,11.95,9.878023783011319,6.046681599651219
0.6363636363636364,1,5.0,4.097869548371681,1.3805305449660326
0.6363636363636364,2,5.0,13.7371396142484,2.6014592193090875
0.6363636363636364,3,5.01,20.578952282573425,4.036692962598534
0.6363636363636364,4,6.4,26.7822908319253,14.576543763738691
0.6363636363636364,5,17.17,25.59766831952051,9.02187110492298
0.6363636363636364,6,30.0,23.093381747918144,4.316506619968995
0.6363636363636364,7,23.15,16.892315167642227,3.0830008831443334
0.6363636363636364,8,11.95,9.87788589456236,6.045804017484347
0.7272727272727273,1,5.0,4.119329785304941,1.3805307768281891
0.7272727272727273,2,5.0,13.737021716855313,2.601989886694829
0.7272727272727273,3,5.01,20.57894527741115,4.036768376601569
0.7272727272727273,4,6.4,26.782282807788906,14.57697261963962
0.7272727272727273,5,17.17,25.61208238119964,9.022509805199403
0.7272727272727273,6,30.0,23.100979179886856,4.3237308627262445
0.7272727272727273,7,23.15,16.867113538377943,3.1181294805220294
0.7272727272727273,8,11.95,9.878001381625028,6.0465386514906765
0.8181818181818182,1,5.0,4.070323599864626,1.3805307496903878
0.8181818181818182,2,5.0,13.73700723530816,2.6020763984929434
0.8181818181818182,3,5.01,20.5791129622955,4.036567512109874
0.8181818181818182,4,6.4,29.503119517067685,16.619253491615872
0.8181818181818182,5,17.17,26.967786983300897,8.108290688277474
0.8181818181818182,6,30.0,23.222917263756706,4.4396713154810925
0.8181818181818182,7,23.15,16.4600492086443,3.685796405954382
0.8181818181818182,8,11.95,9.561156821141621,4.120098083028871
0.9090909090909091,1,5.0,4.070262861957499,1.3805303576710521
0.9090909090909091,2,5.0,13.737004740751301,2.602101321527604
0.9090909090909091,3,5.01,20.579001085422224,4.036740136704778
0.9090909090909091,4,6.4,31.65533812501238,16.619399196867995
0.9090909090909091,5,17.17,26.208674684831074,7.8600324978141884
0.9090909090909091,6,30.0,23.189274901515848,4.407693827424524
0.9090909090909091,7,23.15,16.460034620121448,3.68581204738189
0.9090909090909091,8,11.95,9.58377140959519,4.257628441340789
1.0,1,5.0,4.070279223599348,1.3805307245771934
1.0,2,5.0,13.73700367796022,2.6021182118680293
